,caseid_new,w5_duration,w5_source,w5_complete,w5_status,w5x_qualified,w5x_marry,w5x_last,w5x_year,w5x_civil,w5x_month,w5x_civyear,w5x_civmonth,w5_q1,w5_q2,w5_sex_frequency,w5_p_monogamy,w5_identity,w5_outness,w5_q3,w5_q4,w5_mbtiming_month,w5_mbtiming_year,w5_q5,w5_q6,w5_q7,w5_mar_year,w5_mar_month,w5_q8,w5_civ_year,w5_civ_month,w5_q9,w5_q10,w5_nonmbtiming_year,w5_nonmbtiming_month,w5_broke_up,w5_HCMST_interview_fin_yrmo,w2345_combo_breakup,responded_to_w234or5,pp5_ppage,pp5_ppagecat,pp5_ppagect4,pp5_ppeduc,pp5_ppeducat,pp5_ppethm,pp5_ppgender,pp5_pphhhead,pp5_pphhsize,pp5_pphouse,pp5_ppincimp,pp5_ppmarit,pp5_ppcmdate_yrmo,pp5_newer,pp5_ppmsacat,pp5_ppreg4,pp5_ppreg9,pp5_pprent,pp5_ppt01,pp5_ppt25,pp5_ppt612,pp5_ppt1317,pp5_ppt18ov,pp5_ppwork,pp5_ppnet,ppmarit_2014,ppcmarit_2014_yrmo,ppmarit_2013,ppcmarit_2013_yrmo,ppmarit_2012,ppcmarit_2012_yrmo,ppmarit_2011,ppcmarit_2011_yrmo,ppmarit_2010,ppcmarit_2010_yrmo,ppmarit_2009,ppcmarit_2009_yrmo,ppmarit_2007,ppcmarit_2007_yrmo
44,67535,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,1,A one-family house attached to one or more houses,"$20,000 to $24,999",Never married,201405.0,Yes,Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - disabled,Yes,Never married,201405.0,Never married,201306.0,Never married,201209.0,Never married,201108.0,Never married,201007.0,Never married,200904.0,Never married,200805.0
45,68546,0.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",lesbian,All or most of them,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,60,55-64,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,2,A one-family house attached to one or more houses,"$30,000 to $34,999",Living with partner,201405.0,Yes,Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,Living with partner,201405.0,Living with partner,201305.0,Living with partner,201207.0,Living with partner,201106.0,Living with partner,201007.0,Living with partner,200904.0,Living with partner,200710.0
46,69311,,,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,April,2013.0,April,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,37,35-44,30-44,Associate degree,Some college,"White, Non-Hispanic",Male,0,5,A one-family house detached from any other house,"$25,000 to $29,999",Married,201206.0,No,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,1,0,4,Working - as a paid employee,Yes,,,,,Married,201206.0,Married,201107.0,Married,201007.0,Married,200905.0,Married,200710.0
47,70603,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Female,1,1,A building with 2 or more apartments,"$7,500 to $9,999",Divorced,200905.0,No,Metro,Northeast,Mid-Atlantic,rented for cash,0,0,0,0,1,Not working - disabled,Yes,,,,,,,,,,,Divorced,200905.0,Divorced,200711.0
48,71523,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,55-64,45-59,Associate degree,Some college,"White, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$75,000 to $84,999",Divorced,201404.0,Yes,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,Divorced,201404.0,Divorced,201306.0,Divorced,201207.0,Divorced,201107.0,Divorced,201007.0,Divorced,200907.0,Divorced,200710.0
49,72515,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes,57,55-64,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,0,3,A one-family house detached from any other house,"$20,000 to $24,999",Never married,201405.0,Yes,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,3,Not working - other,Yes,Never married,201405.0,Never married,201308.0,Never married,201208.0,Never married,201106.0,Never married,201007.0,Never married,200904.0,Never married,200710.0
50,73603,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes,66,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$15,000 to $19,999",Divorced,200905.0,No,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,,,,,,,,,,,Divorced,200905.0,Divorced,200710.0
51,74415,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,45-54,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$60,000 to $74,999",Never married,201405.0,Yes,non-Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,Never married,201405.0,Never married,201306.0,Never married,201207.0,Never married,201107.0,Never married,201007.0,Never married,200904.0,Never married,200710.0
52,75621,,,eligible but not completed,Do not call,qualified for wave 5,married,4.0,2010.0,no civil union or DP prior to wave 5,March,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,68,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,201007.0,No,non-Metro,South,East-South Central,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,,,,,,,,,Married,201007.0,Married,200904.0,Married,200710.0
53,75685,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,65-74,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,1,A building with 2 or more apartments,"$12,500 to $14,999",Never married,201407.0,Yes,Metro,South,South Atlantic,rented for cash,0,0,0,0,1,Not working - retired,Yes,Never married,201407.0,Never married,201305.0,Never married,201207.0,Never married,201106.0,Never married,201007.0,Never married,200904.0,Never married,200712.0
54,76832,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,75+,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$25,000 to $29,999",Widowed,200904.0,No,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - retired,No,,,,,,,,,,,Widowed,200904.0,Widowed,200712.0
55,77256,,,eligible but not completed,Withdrawn,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,April,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,31,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,201207.0,No,Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,,,,,Married,201207.0,Married,201107.0,Married,201007.0,Married,200904.0,Living with partner,200710.0
56,78351,,,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,April,2013.0,April,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,41,35-44,30-44,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,2,A one-family house attached to one or more houses,"$85,000 to $99,999",Married,201207.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - looking for work,Yes,,,,,Married,201207.0,Married,201106.0,Married,201007.0,Married,200904.0,Married,200710.0
57,79405,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$25,000 to $29,999",Never married,201106.0,No,non-Metro,South,East-South Central,Owned or being bought by you or someone in household,0,0,0,0,1,Working - self-employed,Yes,,,,,,,Never married,201106.0,Never married,201007.0,Never married,200904.0,Never married,200710.0
58,79731,1.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201501.0,still together at w5 or some follow-up w/o breakup,Yes,79,75+,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,2,A one-family house attached to one or more houses,"$60,000 to $74,999",Married,201408.0,Yes,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,Married,201408.0,Married,201306.0,Married,201206.0,Married,201106.0,Married,201007.0,Married,200904.0,Married,200712.0
59,80656,,,eligible but not completed,Do not call,qualified for wave 5,unmarried partners,3.0,2011.0,no civil union or DP prior to wave 5,April,2011.0,April,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,71,65-74,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,1,A one-family house attached to one or more houses,"$10,000 to $12,499",Living with partner,201107.0,No,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - retired,Yes,,,,,,,Living with partner,201107.0,Living with partner,201007.0,Living with partner,200905.0,Living with partner,200712.0
60,81286,1.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,34,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,3,A one-family house detached from any other house,"$75,000 to $84,999",Married,201405.0,Yes,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,1,0,0,2,Working - as a paid employee,Yes,Married,201405.0,Married,201305.0,Married,201208.0,Married,201107.0,Married,201007.0,Never married,200904.0,Living with partner,200710.0
61,82431,,,eligible but not completed,Withdrawn,qualified for wave 5,married,4.0,2010.0,no civil union or DP prior to wave 5,March,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,49,45-54,45-59,10th grade,Less than high school,"White, Non-Hispanic",Female,0,3,A one-family house detached from any other house,"$15,000 to $19,999",Married,201007.0,No,Metro,Midwest,West-North Central,Occupied without payment,0,0,0,0,3,Working - as a paid employee,Yes,,,,,,,,,Married,201007.0,Married,200904.0,Married,200710.0
62,83431,0.0,online,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,yes,yes,2 to 3 times a month,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes,49,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,3,A one-family house detached from any other house,"$85,000 to $99,999",Married,201405.0,Yes,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,1,2,Working - as a paid employee,Yes,Married,201405.0,Married,201305.0,Married,201207.0,Married,201106.0,Married,201007.0,Married,200904.0,Married,200710.0
63,84485,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,45-54,45-59,Associate degree,Some college,"White, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$50,000 to $59,999",Never married,200904.0,No,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,,,,,,,,,,,Never married,200904.0,Never married,200710.0
64,85281,,,eligible but not completed,Withdrawn,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,April,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,34,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,4,A one-family house detached from any other house,"$100,000 to $124,999",Married,201009.0,No,non-Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,2,0,2,Working - as a paid employee,Yes,,,,,,,,,Married,201009.0,Married,200903.0,Married,200710.0
65,86591,,phone,wave 5 completed,Withdrawn,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,May,2009.0,February,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201502.0,still together at w5 or some follow-up w/o breakup,Yes,65,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$10,000 to $12,499",Married,201007.0,No,non-Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,No,,,,,,,,,Married,201007.0,Married,200904.0,Married,200711.0
66,88205,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25-34,18-29,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$100,000 to $124,999",Never married,201404.0,Yes,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,Never married,201404.0,Never married,201305.0,Never married,201207.0,Never married,201106.0,Never married,201007.0,Never married,200904.0,Never married,200801.0
67,89766,,phone,wave 5 completed,Retired,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,November,2013.0,November,,,2 to 3 times a month,"Yes, I expect [name] will only have sex with me",gay,All or most of them,,,,,yes,yes,"no, did not marry [name]",,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,,still together,201502.0,still together at w5 or some follow-up w/o breakup,Yes,82,75+,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$60,000 to $74,999",Living with partner,200904.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,No,,,,,,,,,,,Living with partner,200904.0,Living with partner,200711.0
68,90315,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,35-44,30-44,"Some college, no degree",Some college,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$50,000 to $59,999",Never married,201405.0,Yes,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Working - self-employed,Yes,Never married,201405.0,Never married,201305.0,Never married,201208.0,Never married,201107.0,Never married,201007.0,Never married,200905.0,Never married,200801.0
69,92625,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,65-74,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$50,000 to $59,999",Never married,201407.0,Yes,non-Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - retired,Yes,Never married,201407.0,Never married,201305.0,Never married,201207.0,Never married,201107.0,Never married,201010.0,Never married,200904.0,Never married,200805.0
70,94431,,,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,49,45-54,45-59,Masters degree,Bachelor's degree or higher,Hispanic,Male,1,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,201305.0,No,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,,,Married,201305.0,Married,201206.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200710.0
71,95431,,,eligible but not completed,Withdrawn,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,April,2009.0,February,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes,49,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,5,A one-family house detached from any other house,"$75,000 to $84,999",Married,200905.0,No,Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,2,3,Working - as a paid employee,Yes,,,,,,,,,,,Married,200905.0,Married,200710.0
72,96335,,,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,35-44,30-44,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$150,000 to $174,999",Never married,201405.0,Yes,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,Never married,201405.0,Never married,201305.0,Never married,201207.0,Never married,201106.0,Never married,201007.0,Never married,200904.0,Never married,200711.0
73,97195,,,,,not qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,March,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes,25,25-34,18-29,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,0,2,A one-family house detached from any other house,"$125,000 to $149,999",Never married,201405.0,Yes,non-Metro,Midwest,East-North Central,rented for cash,0,0,0,0,2,Working - self-employed,Yes,Never married,201405.0,Never married,201305.0,Never married,201206.0,Never married,201107.0,Never married,201007.0,Never married,200905.0,Never married,200710.0
