caseid_new,caseid_wave,qualified?,survey_completed_new,followup_HCMST_yrmo,relationship_status,married_year,married_month,relationship_quality,attractive_self,attractive_partner,breakup_year_combo,breakup_month_combo,got_married?_new
1603265,1603265_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
1604683,1604683_4,disqualified,,,,,,,,,,,
1605481,1605481_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
1606456,1606456_4,qualified,no,,,,,,,,,,
1607275,1607275_4,disqualified,,,,,,,,,,,
1608266,1608266_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
1610771,1610771_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
1611503,1611503_4,disqualified,,,,,,,,,,,
1612235,1612235_4,qualified,no,,,,,,,,,,
1613271,1613271_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
1615431,1615431_4,disqualified,,,,,,,,,,,
1616515,1616515_4,disqualified,,,,,,,,,,,
1617575,1617575_4,disqualified,,,,,,,,,,,
1619401,1619401_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
1620371,1620371_4,qualified,yes,201303.0,still together,,,2.0,moderately attractive,moderately attractive,,,
1621812,1621812_4,disqualified,,,,,,,,,,,
1622621,1622621_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,slightly attractive,,,
1623351,1623351_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,very attractive,,,
1624601,1624601_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
1625871,1625871_4,qualified,yes,201304.0,still together,,,4.0,slightly attractive,moderately attractive,,,
1626891,1626891_4,qualified,no,,,,,,,,,,
1627291,1627291_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
1628461,1628461_4,qualified,yes,201304.0,still together,,,5.0,very attractive,very attractive,,,
1629821,1629821_4,qualified,yes,201311.0,still together,,,5.0,moderately attractive,moderately attractive,,,
1630551,1630551_4,qualified,yes,201311.0,still together,,,5.0,very attractive,very attractive,,,
1631443,1631443_4,disqualified,,,,,,,,,,,
1632802,1632802_4,qualified,no,,,,,,,,,,
1634672,1634672_4,qualified,no,,,,,,,,,,
1635436,1635436_4,qualified,yes,201305.0,still together,,,3.0,moderately attractive,moderately attractive,,,no
1637395,1637395_4,disqualified,,,,,,,,,,,
1638721,1638721_4,qualified,no,,,,,,,,,,
1639691,1639691_4,qualified,yes,201303.0,still together,,,4.0,Refused,slightly attractive,,,
1641281,1641281_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,slightly attractive,,,
1642351,1642351_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
1643761,1643761_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
1644245,1644245_4,qualified,no,,,,,,,,,,
1645323,1645323_4,qualified,no,,,,,,,,,,
1646345,1646345_4,disqualified,,,,,,,,,,,
1647511,1647511_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,slightly attractive,,,
1648276,1648276_4,qualified,no,,,,,,,,,,
1650205,1650205_4,qualified,no,,,,,,,,,,
1651205,1651205_4,disqualified,,,,,,,,,,,
1652451,1652451_4,qualified,no,,,,,,,,,,
1653653,1653653_4,disqualified,,,,,,,,,,,
1654671,1654671_4,qualified,no,,,,,,,,,,
1655555,1655555_4,qualified,yes,201311.0,broke up,,,,moderately attractive,,2011.0,September,
1656664,1656664_4,disqualified,,,,,,,,,,,
1657335,1657335_4,qualified,yes,201304.0,broke up,,,,moderately attractive,,2012.0,,
1659612,1659612_4,disqualified,,,,,,,,,,,
1661682,1661682_4,qualified,no,,,,,,,,,,
1662395,1662395_4,disqualified,,,,,,,,,,,
1663683,1663683_4,disqualified,,,,,,,,,,,
1664275,1664275_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,no
1665713,1665713_4,qualified,no,,,,,,,,,,
1667291,1667291_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,
1668241,1668241_4,qualified,yes,201303.0,still together,,,2.0,slightly attractive,slightly attractive,,,
1669566,1669566_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
1670475,1670475_4,disqualified,,,,,,,,,,,
1671291,1671291_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
1672325,1672325_4,qualified,no,,,,,,,,,,
1673321,1673321_4,disqualified,,,,,,,,,,,
1674621,1674621_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,
1675641,1675641_4,qualified,yes,201303.0,still together,,,3.0,slightly attractive,moderately attractive,,,
1676566,1676566_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,no
1677766,1677766_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,moderately attractive,,,no
1678601,1678601_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
1679355,1679355_4,disqualified,,,,,,,,,,,
1680573,1680573_4,disqualified,,,,,,,,,,,
1681661,1681661_4,qualified,yes,201304.0,still together,,,4.0,slightly attractive,moderately attractive,,,
1683821,1683821_4,qualified,no,,,,,,,,,,
1685385,1685385_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
1686502,1686502_4,disqualified,,,,,,,,,,,
1687301,1687301_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,moderately attractive,,,
1688541,1688541_4,qualified,no,,,,,,,,,,
1689375,1689375_4,disqualified,,,,,,,,,,,
1690395,1690395_4,disqualified,,,,,,,,,,,
1691641,1691641_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,moderately attractive,,,
1692566,1692566_4,qualified,yes,201304.0,still together,,,4.0,slightly attractive,moderately attractive,,,no
1693481,1693481_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
1696565,1696565_4,disqualified,,,,,,,,,,,
1697445,1697445_4,disqualified,,,,,,,,,,,
1698641,1698641_4,qualified,no,,,,,,,,,,
1699641,1699641_4,qualified,yes,201304.0,still together,,,5.0,slightly attractive,moderately attractive,,,
1700416,1700416_4,qualified,yes,201304.0,still together,,,4.0,moderately attractive,very attractive,,,no
1701345,1701345_4,disqualified,,,,,,,,,,,
1703712,1703712_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
1704403,1704403_4,disqualified,,,,,,,,,,,
1705261,1705261_4,qualified,no,,,,,,,,,,
1706351,1706351_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,slightly attractive,,,
1707621,1707621_4,qualified,yes,201305.0,still together,,,5.0,moderately attractive,very attractive,,,
1708231,1708231_4,qualified,no,,,,,,,,,,
1709246,1709246_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,
1710623,1710623_4,disqualified,,,,,,,,,,,
1711502,1711502_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
1713822,1713822_4,disqualified,,,,,,,,,,,
1714741,1714741_4,qualified,no,,,,,,,,,,
1715481,1715481_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,moderately attractive,,,
1716225,1716225_4,disqualified,,,,,,,,,,,
1718291,1718291_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
1719406,1719406_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,no
1720621,1720621_4,qualified,yes,201303.0,still together,,,5.0,not at all attractive,moderately attractive,,,
1721381,1721381_4,qualified,yes,201303.0,broke up,,,,moderately attractive,,2012.0,June,
1723666,1723666_4,disqualified,,,,,,,,,,,
1726685,1726685_4,disqualified,,,,,,,,,,,
1728311,1728311_4,qualified,no,,,,,,,,,,
1729782,1729782_4,disqualified,,,,,,,,,,,
1730361,1730361_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,Refused,,,
1734805,1734805_4,disqualified,,,,,,,,,,,
1735441,1735441_4,qualified,yes,201303.0,still together,,,3.0,slightly attractive,moderately attractive,,,
1736721,1736721_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
1738463,1738463_4,disqualified,,,,,,,,,,,
1739511,1739511_4,qualified,yes,201311.0,still together,,,4.0,slightly attractive,slightly attractive,,,
1740291,1740291_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,very attractive,,,
1741735,1741735_4,disqualified,,,,,,,,,,,
1742351,1742351_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,very attractive,,,
1743521,1743521_4,qualified,yes,201303.0,still together,,,4.0,slightly attractive,slightly attractive,,,
1744605,1744605_4,disqualified,,,,,,,,,,,
1745446,1745446_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
1746605,1746605_4,disqualified,,,,,,,,,,,
1747381,1747381_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,moderately attractive,,,
1748271,1748271_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,very attractive,,,
1749592,1749592_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,very attractive,,,no
1750331,1750331_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,
1751291,1751291_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
1752521,1752521_4,qualified,yes,201303.0,still together,,,5.0,very attractive,very attractive,,,
1753471,1753471_4,qualified,yes,201303.0,still together,,,4.0,very attractive,very attractive,,,
1754225,1754225_4,disqualified,,,,,,,,,,,
1755306,1755306_4,qualified,yes,201303.0,still together,,,4.0,very attractive,very attractive,,,no
1756633,1756633_4,qualified,yes,201303.0,partner passed away,,,,,,,,
1757781,1757781_4,qualified,no,,,,,,,,,,
1759791,1759791_4,qualified,yes,201304.0,still together,,,4.0,slightly attractive,slightly attractive,,,
1760353,1760353_4,qualified,yes,201305.0,broke up,,,,slightly attractive,,2012.0,February,
1762615,1762615_4,qualified,yes,201303.0,still together,,,4.0,moderately attractive,moderately attractive,,,no
1763881,1763881_4,disqualified,,,,,,,,,,,
1764471,1764471_4,qualified,yes,201303.0,still together,,,5.0,slightly attractive,moderately attractive,,,
1765521,1765521_4,qualified,yes,201303.0,still together,,,5.0,moderately attractive,moderately attractive,,,
1766583,1766583_4,disqualified,,,,,,,,,,,
1767591,1767591_4,qualified,yes,201304.0,still together,,,5.0,moderately attractive,moderately attractive,,,
