,caseid_new,qflag_w1,married_w1,children_in_hh,age_difference,age_gap_bin,same_sex_couple,race_gap,religious_gap,edu_gap,edu_gap_bin,parental_approval,met_online,met_at_work,met_at_school,met_at_church,met_travel,met_social,met_party,met_f_and_f,met_as_neighbors,met_public_space,met_offline_dating,met_other,how_met_count,how_met_unique,how_long_relationship_w1,relationship_len,partner_deceased,relationship_quality_w1,qflag_w2,cflag_w2,relationship_status_w2,qflag_w3,cflag_w3,relationship_status_w3,qflag_w4,cflag_w4,relationship_status_w4,qflag_w5,cflag_w5,relationship_status_w5,qflag_w6,cflag_w6,relationship_status_w6
101,173671,partnered,married,0,1.0,0 to 3,different sex couple,0,0,0.0,0 to 2,,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,49.0,54.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
102,174603,partnered,not married,0,3.0,0 to 3,different sex couple,0,1,4.0,3 to 4,,0,0,0,0,0,0,0,0,1,0,0,0,1,met_as_neighbors,10.0,15.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
103,176495,partnered,not married,0,9.0,6 to 10,same-sex couple,0,0,7.0,>6,approve,1,0,0,0,0,0,1,0,0,0,0,0,2,met_online,2.5,7.5,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
104,177386,partnered,not married,0,3.0,0 to 3,same-sex couple,0,0,4.0,3 to 4,approve,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,14.0,14.0,0,good,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
105,179461,partnered,married,0,2.0,0 to 3,different sex couple,0,1,1.0,0 to 2,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,22.0,27.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
106,180415,partnered,married,0,10.0,6 to 10,same-sex couple,1,1,1.0,0 to 2,approve,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,17.0,17.0,0,excellent,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
107,181403,partnered,not married,0,5.0,4 to 5,different sex couple,0,1,2.0,0 to 2,approve,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,14.0,19.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
108,185405,partnered,not married,0,15.0,11 to 20,different sex couple,0,1,1.0,0 to 2,don't approve or don't know,0,0,1,0,0,0,0,0,0,0,0,0,1,met_at_school,1.5,6.5,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
109,187511,partnered,married,0,2.0,0 to 3,different sex couple,0,0,2.0,0 to 2,approve,0,0,0,0,1,0,0,0,0,0,0,0,1,met_travel,11.0,16.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
110,189411,partnered,married,2,1.0,0 to 3,different sex couple,0,0,1.0,0 to 2,approve,0,1,0,0,0,0,0,1,0,0,0,0,2,met_at_work,22.0,27.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
111,190215,partnered,not married,0,1.0,0 to 3,different sex couple,0,1,0.0,0 to 2,approve,0,1,0,0,0,0,0,1,0,1,0,0,3,met_at_work,1.5,3.5,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,disqualified,,,,,
112,191546,partnered,married,0,0.0,0 to 3,different sex couple,0,1,0.0,0 to 2,,0,0,0,0,0,1,0,1,0,0,0,0,2,met_social,36.0,38.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,disqualified,,,,,
113,192341,partnered,married,3,1.0,0 to 3,different sex couple,0,1,0.0,0 to 2,approve,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,11.0,16.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
114,193446,partnered,not married,0,6.0,6 to 10,different sex couple,0,1,1.0,0 to 2,don't approve or don't know,1,0,0,0,0,0,0,0,0,0,0,0,1,met_online,6.0,11.0,0,fair,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
115,194441,partnered,married,0,7.0,6 to 10,different sex couple,0,0,0.0,0 to 2,approve,0,0,0,0,0,0,1,1,0,1,0,0,3,met_party,28.0,32.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,yes,still together,qualified,yes,broke up
116,196851,partnered,married,0,2.0,0 to 3,different sex couple,0,1,1.0,0 to 2,,0,0,1,0,0,0,0,0,0,0,0,0,1,met_at_school,71.0,76.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
117,197486,partnered,not married,0,1.0,0 to 3,same-sex couple,1,0,4.0,3 to 4,don't approve or don't know,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,17.0,22.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
118,199261,partnered,married,0,1.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,0,1,1,0,0,0,1,0,0,0,0,3,met_at_school,7.0,10.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,,,
119,202631,partnered,married,0,12.0,11 to 20,different sex couple,0,0,0.0,0 to 2,,0,1,1,0,0,0,0,0,0,0,0,0,2,met_at_work,36.0,41.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
120,203562,partnered,not married,0,2.0,0 to 3,same-sex couple,0,1,2.0,0 to 2,don't approve or don't know,1,0,0,0,0,0,0,0,0,1,0,0,2,met_online,2.5,2.5,0,fair,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
121,204561,partnered,married,0,2.0,0 to 3,different sex couple,0,0,1.0,0 to 2,approve,0,0,1,0,0,0,0,1,1,0,0,0,3,met_at_school,39.0,44.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
122,205421,partnered,married,2,5.0,4 to 5,different sex couple,0,1,0.0,0 to 2,approve,0,0,0,0,0,0,0,0,1,0,0,0,1,met_as_neighbors,20.0,25.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
123,206541,partnered,married,0,0.0,0 to 3,different sex couple,0,0,2.0,0 to 2,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,35.0,40.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
124,209345,partnered,not married,0,5.0,4 to 5,different sex couple,0,0,0.0,0 to 2,don't approve or don't know,1,0,0,0,0,0,0,0,0,0,0,0,1,met_online,13.0,13.0,0,fair,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
125,211571,partnered,married,0,5.0,4 to 5,different sex couple,1,1,8.0,>6,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,40.0,45.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
126,212505,partnered,not married,3,3.0,0 to 3,different sex couple,1,1,2.0,0 to 2,,1,0,0,0,0,0,0,0,0,0,0,0,1,met_online,0.75,0.75,0,good,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
127,214591,partnered,married,0,5.0,4 to 5,different sex couple,0,1,4.0,3 to 4,,0,0,0,0,0,1,0,0,0,1,0,0,2,met_social,32.0,37.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
128,217365,partnered,not married,2,5.0,4 to 5,different sex couple,1,1,1.0,0 to 2,don't approve or don't know,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,1.5,2.5,0,fair,qualified,yes,still together,qualified,yes,broke up,disqualified,,,disqualified,,,,,
129,218426,partnered,not married,0,1.0,0 to 3,same-sex couple,0,0,1.0,0 to 2,don't approve or don't know,1,0,0,0,0,0,0,0,0,0,0,0,1,met_online,0.45,1.45,0,excellent,qualified,yes,still together,qualified,yes,broke up,disqualified,,,disqualified,,,,,
130,219265,partnered,not married,0,1.0,0 to 3,different sex couple,0,0,1.0,0 to 2,approve,0,0,1,0,0,0,0,1,1,1,0,0,4,met_at_school,12.0,17.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
131,220411,partnered,married,0,5.0,4 to 5,different sex couple,0,0,0.0,0 to 2,approve,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,11.0,16.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
132,221225,partnered,not married,3,2.0,0 to 3,different sex couple,1,1,0.0,0 to 2,don't approve or don't know,1,0,0,0,0,0,0,0,0,0,0,0,1,met_online,0.75,2.75,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,disqualified,,,,,
133,222281,partnered,married,0,0.0,0 to 3,different sex couple,0,1,1.0,0 to 2,approve,0,0,1,1,0,0,1,1,0,0,0,0,4,met_at_school,5.0,10.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
134,224425,partnered,not married,2,3.0,0 to 3,different sex couple,0,0,0.0,0 to 2,approve,0,0,0,0,0,0,0,1,0,1,0,0,2,met_f_and_f,22.0,27.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
135,225411,partnered,married,2,2.0,0 to 3,different sex couple,0,1,2.0,0 to 2,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,23.0,28.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,yes,still together,,,
136,225516,partnered,not married,0,23.0,>=20,same-sex couple,0,1,4.0,3 to 4,,1,0,1,0,0,0,0,0,1,0,0,0,3,met_online,30.0,35.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
137,226381,partnered,married,0,4.0,4 to 5,same-sex couple,0,0,3.0,3 to 4,approve,0,0,1,0,0,0,0,1,0,1,0,0,3,met_at_school,5.0,10.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
138,228741,partnered,married,0,11.0,11 to 20,different sex couple,1,1,1.0,0 to 2,,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,15.0,17.0,1,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,partner passed away,disqualified,,,,,
139,229666,partnered,not married,0,1.0,0 to 3,different sex couple,0,0,1.0,0 to 2,,0,0,0,1,0,0,0,1,0,0,0,0,2,met_at_church,16.0,21.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
140,230271,partnered,married,2,1.0,0 to 3,different sex couple,0,0,0.0,0 to 2,don't approve or don't know,0,0,1,0,0,1,0,0,1,0,0,0,3,met_at_school,8.0,13.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
141,230651,partnered,married,0,14.0,11 to 20,different sex couple,0,1,1.0,0 to 2,,1,1,0,0,0,0,0,0,0,1,0,0,3,met_online,38.0,38.0,1,excellent,qualified,yes,partner passed away,disqualified,,,disqualified,,,disqualified,,,,,
142,231421,partnered,married,0,0.0,0 to 3,different sex couple,0,0,3.0,3 to 4,approve,0,0,1,0,0,0,0,0,1,0,0,0,2,met_at_school,24.0,29.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
143,233441,partnered,married,1,6.0,6 to 10,different sex couple,0,1,0.0,0 to 2,approve,0,0,0,0,1,0,0,1,0,1,0,0,3,met_travel,20.0,25.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
144,236195,partnered,not married,1,1.0,0 to 3,different sex couple,0,0,0.0,0 to 2,don't approve or don't know,0,0,1,0,0,0,0,0,0,0,0,0,1,met_at_school,0.05,0.05,0,good,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
145,236456,partnered,not married,0,7.0,6 to 10,same-sex couple,1,0,0.0,0 to 2,approve,1,0,0,0,0,0,1,1,1,0,0,0,4,met_online,6.0,11.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
146,239561,partnered,married,0,0.0,0 to 3,different sex couple,0,1,4.0,3 to 4,approve,0,0,0,0,0,1,0,1,0,1,0,0,3,met_social,41.0,46.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
147,242355,partnered,not married,0,11.0,11 to 20,different sex couple,0,1,4.0,3 to 4,approve,0,1,0,0,0,1,0,0,0,1,0,0,3,met_at_work,0.75,5.75,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
148,244431,partnered,married,0,3.0,0 to 3,different sex couple,0,1,1.0,0 to 2,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,23.0,28.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
149,245671,partnered,married,0,7.0,6 to 10,different sex couple,0,0,4.0,3 to 4,,0,0,0,0,0,0,0,1,0,0,0,0,1,met_f_and_f,45.0,50.0,0,good,qualified,yes,still together,qualified,no,,qualified,no,,qualified,no,,,,
150,246531,partnered,married,0,6.0,6 to 10,different sex couple,0,0,1.0,0 to 2,,0,0,0,0,0,0,0,0,0,0,0,1,1,met_other,21.0,26.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
151,247475,partnered,not married,0,4.0,4 to 5,same-sex couple,0,0,1.0,0 to 2,,0,0,1,0,0,0,0,0,0,0,0,0,1,met_at_school,22.0,24.0,0,good,qualified,no,,qualified,yes,still together,qualified,yes,broke up,disqualified,,,,,
152,249441,partnered,married,2,2.0,0 to 3,different sex couple,0,0,1.0,0 to 2,approve,0,0,1,0,0,0,1,1,0,0,0,0,3,met_at_school,23.0,28.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
153,250546,partnered,married,2,7.0,6 to 10,same-sex couple,0,0,1.0,0 to 2,,1,0,0,0,0,0,1,1,0,0,0,0,3,met_online,13.0,18.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
154,251822,partnered,married,0,6.0,6 to 10,different sex couple,0,1,8.0,>6,,0,0,0,0,0,1,1,0,0,0,0,0,2,met_social,58.0,58.0,1,excellent,qualified,yes,partner passed away,disqualified,,,disqualified,,,disqualified,,,,,
155,253483,partnered,not married,0,9.0,6 to 10,same-sex couple,1,1,0.0,0 to 2,approve,0,1,0,0,1,0,0,0,0,0,0,0,2,met_at_work,10.0,10.0,0,good,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
156,254236,partnered,not married,0,0.0,0 to 3,different sex couple,1,0,0.0,0 to 2,approve,0,0,1,0,0,0,0,0,0,0,0,0,1,met_at_school,5.0,7.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,disqualified,,,,,
157,255375,partnered,not married,0,24.0,>=20,different sex couple,0,1,1.0,0 to 2,approve,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,1.5,6.5,0,good,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
158,256696,partnered,married,0,8.0,6 to 10,same-sex couple,0,1,0.0,0 to 2,,1,0,0,0,1,0,0,1,0,0,0,0,3,met_online,20.0,25.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
159,257822,partnered,married,0,2.0,0 to 3,different sex couple,0,0,2.0,0 to 2,,0,0,1,0,0,0,1,1,1,0,0,1,5,met_at_school,65.0,65.0,1,excellent,qualified,yes,partner passed away,disqualified,,,disqualified,,,disqualified,,,,,
160,259495,partnered,married,0,1.0,0 to 3,same-sex couple,0,1,4.0,3 to 4,approve,1,0,0,0,0,0,0,0,0,1,0,0,2,met_online,4.0,8.0,0,excellent,qualified,yes,still together,qualified,yes,partner deceased,disqualified,,,disqualified,,,,,
161,260461,partnered,married,1,4.0,4 to 5,different sex couple,0,1,4.0,3 to 4,approve,0,0,0,0,0,0,0,0,0,0,1,0,1,met_offline_dating,15.0,20.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
162,261591,partnered,married,0,13.0,11 to 20,different sex couple,0,0,5.0,5 to 6,,0,0,0,0,0,0,1,0,1,0,0,0,2,met_party,22.0,27.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
163,262566,partnered,married,0,3.0,0 to 3,same-sex couple,0,1,0.0,0 to 2,,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,21.0,26.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
164,266436,partnered,married,0,0.0,0 to 3,same-sex couple,0,0,0.0,0 to 2,approve,0,0,0,0,0,0,0,1,1,0,0,1,3,met_f_and_f,14.0,19.0,0,excellent,qualified,no,,qualified,no,,qualified,no,,qualified,no,,,,
165,267361,partnered,married,3,1.0,0 to 3,different sex couple,1,0,4.0,3 to 4,,0,0,1,0,0,0,0,0,0,0,0,0,1,met_at_school,20.0,25.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
166,269331,partnered,married,1,0.0,0 to 3,different sex couple,0,0,3.0,3 to 4,approve,0,0,1,0,0,0,1,1,1,0,0,0,4,met_at_school,13.0,18.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
167,270225,partnered,not married,0,2.0,0 to 3,different sex couple,0,0,3.0,3 to 4,approve,0,1,0,0,0,0,0,0,0,1,0,0,2,met_at_work,0.05,2.05,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,broke up,disqualified,,,,,
168,271623,partnered,not married,0,10.0,6 to 10,same-sex couple,0,0,0.0,0 to 2,,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,32.0,37.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
169,272616,partnered,not married,0,6.0,6 to 10,same-sex couple,0,0,4.0,3 to 4,,0,0,0,0,0,0,0,1,0,0,0,0,1,met_f_and_f,14.0,19.0,0,good,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
170,273431,partnered,married,1,0.0,0 to 3,different sex couple,0,1,1.0,0 to 2,approve,1,1,0,0,0,0,1,0,0,0,0,0,3,met_online,15.0,20.0,0,fair,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together
171,273651,partnered,married,0,5.0,4 to 5,different sex couple,1,0,0.0,0 to 2,approve,0,1,0,0,0,0,0,1,0,1,0,0,3,met_at_work,31.0,36.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
172,274536,partnered,not married,0,0.0,0 to 3,same-sex couple,0,1,0.0,0 to 2,approve,0,0,0,0,0,0,1,1,0,0,0,0,2,met_party,24.0,29.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
173,275653,partnered,not married,0,6.0,6 to 10,different sex couple,0,1,0.0,0 to 2,,0,0,0,1,0,0,0,0,0,0,0,0,1,met_at_church,45.0,49.0,0,excellent,qualified,yes,still together,qualified,no,,qualified,no,,qualified,yes,partner deceased,,,
174,277391,partnered,married,0,4.0,4 to 5,different sex couple,0,0,1.0,0 to 2,approve,0,0,0,0,0,0,0,0,0,1,0,0,1,met_public_space,16.0,21.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,no,,,,
175,278413,partnered,not married,0,1.0,0 to 3,same-sex couple,0,1,1.0,0 to 2,approve,0,0,0,0,0,1,0,1,0,1,0,0,3,met_social,0.75,0.75,0,good,qualified,yes,broke up,disqualified,,,disqualified,,,disqualified,,,,,
176,279534,partnered,married,0,3.0,0 to 3,different sex couple,0,0,2.0,0 to 2,,0,1,0,0,0,0,0,0,0,1,0,0,2,met_at_work,12.0,17.0,0,fair,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,no,,,,
177,282691,partnered,married,0,2.0,0 to 3,different sex couple,0,1,8.0,>6,,0,1,0,0,0,0,0,0,0,0,0,0,1,met_at_work,43.0,48.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,qualified,yes,still together,,,
178,283386,partnered,married,0,7.0,6 to 10,same-sex couple,0,0,7.0,>6,,0,0,0,0,0,0,0,1,0,0,0,0,1,met_f_and_f,4.0,8.0,0,excellent,qualified,yes,still together,qualified,yes,still together,qualified,no,,qualified,yes,still together,qualified,yes,broke up
