caseid_new,caseid_wave,qualified?,w5_complete,w5_status,w5x_qualified,w5x_marry,w5x_last,w5x_year,w5x_civil,w5x_month,w5x_civyear,w5_q1,w5_q2,w5_sex_frequency,w5_p_monogamy,w5_identity,w5_outness,w5_q3,w5_q4,w5_mbtiming_month,w5_mbtiming_year,w5_q5,w5_q6,w5_q7,w5_mar_year,w5_mar_month,w5_q8,w5_civ_year,w5_civ_month,w5_q9,w5_q10,w5_nonmbtiming_year,w5_nonmbtiming_month,w5_broke_up,w5_HCMST_interview_fin_yrmo,w2345_combo_breakup,responded_to_w234or5
155561,155561_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201502.0,still together at w5 or some follow-up w/o breakup,Yes
156486,156486_5,qualified,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,yes civil union or DP prior to wave 5,March,2013.0,,,3 to 6 times a week,"Yes, I expect [name] will only have sex with me",lesbian,All or most of them,,,,,yes,yes,"no, did not marry [name]",,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
156535,156535_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157385,157385_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157421,157421_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
158261,158261_5,qualified,wave 5 completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,no,,,,bisexual,None of them,divorce,We both equally wanted the [divorce/separation].,July,2014.0,,,,,,,,,,,,,broke up,201412.0,"broke up at wave 2,3,4, or 5",Yes
159285,159285_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161715,161715_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
162521,162521_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,April,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
163195,163195_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once a day or more,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
164505,164505_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165625,165625_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166381,166381_5,qualified,wave 5 completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,2 to 3 times a month,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
167245,167245_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
168646,168646_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,yes civil union or DP prior to wave 5,March,2013.0,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",lesbian,All or most of them,,,,,,,,,,,,,,,,,still together,201411.0,still together at w5 or some follow-up w/o breakup,Yes
171391,171391_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201411.0,still together at w5 or some follow-up w/o breakup,Yes
172291,172291_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,3 to 6 times a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
173205,173205_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173671,173671_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
174603,174603_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,unmarried partners,3.0,2011.0,no civil union or DP prior to wave 5,April,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
175455,175455_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176495,176495_5,qualified,eligible but not completed,Do not call,qualified for wave 5,unmarried partners,4.0,2010.0,no civil union or DP prior to wave 5,March,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
177386,177386_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
178295,178295_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179461,179461_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201411.0,still together at w5 or some follow-up w/o breakup,Yes
180415,180415_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
181403,181403_5,qualified,eligible but not completed,Retired,qualified for wave 5,unmarried partners,4.0,2010.0,no civil union or DP prior to wave 5,March,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
183655,183655_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185405,185405_5,qualified,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,,,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,yes,yes,"no, did not marry [name]",,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,,still together,201411.0,still together at w5 or some follow-up w/o breakup,Yes
187511,187511_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
188395,188395_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189411,189411_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201411.0,still together at w5 or some follow-up w/o breakup,Yes
190215,190215_5,disqualified,,,not qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,April,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
191546,191546_5,disqualified,,,not qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
192341,192341_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201411.0,still together at w5 or some follow-up w/o breakup,Yes
193446,193446_5,qualified,eligible but not completed,Do not call,qualified for wave 5,unmarried partners,5.0,2009.0,no civil union or DP prior to wave 5,February,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,No
194441,194441_5,qualified,wave 5 completed,Active,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,May,2009.0,yes,no,Once a month or less,"No, I expect [name] to have sex with other people besides me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201503.0,still together at w5 or some follow-up w/o breakup,Yes
196851,196851_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,April,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
197486,197486_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,unmarried partners,1.0,2013.0,yes civil union or DP prior to wave 5,April,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
198383,198383_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199261,199261_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,no,Once a month or less,"No, I expect [name] to have sex with other people besides me",heterosexual or straight,,,,,,,,,,,,,,,,,,broke up,201411.0,"broke up at wave 2,3,4, or 5",Yes
201665,201665_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202631,202631_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once or twice a week,"Yes, I expect [name] will only have sex with me",bisexual,Some of them,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
203505,203505_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203562,203562_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
204561,204561_5,qualified,wave 5 completed,Retired,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,November,2013.0,yes,yes,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201502.0,still together at w5 or some follow-up w/o breakup,Yes
205421,205421_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201411.0,still together at w5 or some follow-up w/o breakup,Yes
206541,206541_5,qualified,eligible but not completed,Do not call,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
207225,207225_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208762,208762_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209345,209345_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
210425,210425_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211571,211571_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
211655,211655_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212505,212505_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
213802,213802_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214591,214591_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,3 to 6 times a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201411.0,still together at w5 or some follow-up w/o breakup,Yes
217365,217365_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
218426,218426_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
219265,219265_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,unmarried partners,4.0,2010.0,yes civil union or DP prior to wave 5,March,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
220411,220411_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once a month or less,"No, I expect [name] to have sex with other people besides me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201411.0,still together at w5 or some follow-up w/o breakup,Yes
221225,221225_5,disqualified,,,not qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
222281,222281_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,3 to 6 times a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
224425,224425_5,qualified,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,yes civil union or DP prior to wave 5,March,2013.0,,,Once or twice a week,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,yes,yes,"no, did not marry [name]",,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
225411,225411_5,qualified,wave 5 completed,Withdrawn,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,May,2009.0,yes,yes,2 to 3 times a month,"Yes, I expect [name] will only have sex with me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
225516,225516_5,qualified,wave 5 completed,Active,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,,,Once a month or less,"Yes, I expect [name] will only have sex with me",lesbian,All or most of them,,,,,yes,yes,"no, did not marry [name]",,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
226381,226381_5,qualified,wave 5 completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,yes civil union or DP prior to wave 5,April,2013.0,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",bisexual,All or most of them,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
227542,227542_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228741,228741_5,disqualified,,,not qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
229666,229666_5,qualified,eligible but not completed,Retired,qualified for wave 5,unmarried partners,1.0,2013.0,no civil union or DP prior to wave 5,November,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
230271,230271_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,April,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
230651,230651_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
231421,231421_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,April,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
232595,232595_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233441,233441_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
234565,234565_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236195,236195_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2,3,4, or 5",Yes
236456,236456_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,married,1.0,2013.0,yes civil union or DP prior to wave 5,March,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
237565,237565_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238685,238685_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239561,239561_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,Once a month or less,"Yes, I expect [name] will only have sex with me",bisexual,None of them,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
240325,240325_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241415,241415_5,disqualified,,,not qualified for wave 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242355,242355_5,qualified,eligible but not completed,Withdrawn,qualified for wave 5,unmarried partners,5.0,2009.0,no civil union or DP prior to wave 5,February,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,No
244431,244431_5,qualified,wave 5 completed,Active,qualified for wave 5,married,1.0,2013.0,no civil union or DP prior to wave 5,March,2013.0,yes,yes,2 to 3 times a month,"No, I expect [name] to have sex with other people besides me",heterosexual or straight,,,,,,,,,,,,,,,,,,still together,201412.0,still together at w5 or some follow-up w/o breakup,Yes
245671,245671_5,qualified,eligible but not completed,Retired,qualified for wave 5,married,4.0,2010.0,no civil union or DP prior to wave 5,March,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
246531,246531_5,qualified,eligible but not completed,Do not call,qualified for wave 5,married,3.0,2011.0,no civil union or DP prior to wave 5,April,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,still together at w5 or some follow-up w/o breakup,Yes
