caseid_new,caseid_wave,qualified?,w3_broke_up,w3_xmarry,w3_xdeceased,w3_xpartnered,w3_xss,w3_xlast,w3_xyear,w3_xqualified,w3_status,w3_complete,w3_HCMST_interview_fin_yrmo,w3_days_elapsed,w3_xtype,w3_q1,w3_q2,w3_q3,w3_q4,w3_mbtiming_year,w3_mbtiming_month,w3_q5,w3_q6,w3_q7,w3_q8,w3_q9,w3_q10,w3_nonmbtiming_year,w3_nonmbtiming_month
221225,221225_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,768.0,heterosexual couple,,,,,,,yes,no,"no, did not marry [xNameP]",,,,,
222281,222281_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,775.0,heterosexual couple,yes,yes,,,,,,,,,,,,
224425,224425_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,774.0,heterosexual couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
225411,225411_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201105.0,802.0,heterosexual couple,yes,yes,,,,,,,,,,,,
225516,225516_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,754.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
226381,226381_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,776.0,same sex couple,yes,yes,,,,,,,,,,,,
228741,228741_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,775.0,heterosexual couple,yes,yes,,,,,,,,,,,,
229666,229666_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",yes,201106.0,846.0,heterosexual couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
230271,230271_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,797.0,heterosexual couple,yes,yes,,,,,,,,,,,,
230651,230651_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
231421,231421_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,797.0,heterosexual couple,yes,yes,,,,,,,,,,,,
233441,233441_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,774.0,heterosexual couple,yes,yes,,,,,,,,,,,,
236195,236195_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
236456,236456_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,741.0,same sex couple,yes,yes,,,,,,,,,,,,
239561,239561_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201103.0,760.0,heterosexual couple,yes,yes,,,,,,,,,,,,
242355,242355_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
244431,244431_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201107.0,861.0,heterosexual couple,yes,yes,,,,,,,,,,,,
245671,245671_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
246531,246531_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,774.0,heterosexual couple,yes,yes,,,,,,,,,,,,
247475,247475_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,797.0,same sex couple,,,,,,,yes,no,"no, did not marry [xNameP]",,,,,
249441,249441_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,774.0,heterosexual couple,yes,yes,,,,,,,,,,,,
250546,250546_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,740.0,same sex couple,yes,yes,,,,,,,,,,,,
251822,251822_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
253483,253483_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
254236,254236_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,774.0,heterosexual couple,,,,,,,yes,no,"no, did not marry [xNameP]",,,,,
255375,255375_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
256696,256696_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,746.0,same sex couple,yes,yes,,,,,,,,,,,,
257822,257822_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
259495,259495_3,qualified,partner deceased,Married,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,789.0,same sex couple,no,,"[xNameP] passed away, is deceased",,,,,,,,,,,
260461,260461_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,797.0,heterosexual couple,yes,yes,,,,,,,,,,,,
261591,261591_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,774.0,heterosexual couple,yes,yes,,,,,,,,,,,,
262566,262566_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,774.0,same sex couple,yes,yes,,,,,,,,,,,,
266436,266436_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
267361,267361_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201103.0,760.0,heterosexual couple,yes,yes,,,,,,,,,,,,
269331,269331_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,786.0,heterosexual couple,yes,yes,,,,,,,,,,,,
270225,270225_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,775.0,heterosexual couple,,,,,,,yes,no,"no, did not marry [xNameP]",,,,,
271623,271623_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,777.0,same sex couple,,,,,,,yes,no,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
272616,272616_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,782.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
273431,273431_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,739.0,heterosexual couple,yes,yes,,,,,,,,,,,,
273651,273651_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,774.0,heterosexual couple,yes,yes,,,,,,,,,,,,
274536,274536_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,777.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
275653,275653_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
277391,277391_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,776.0,heterosexual couple,yes,yes,,,,,,,,,,,,
278413,278413_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
279534,279534_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,797.0,heterosexual couple,yes,no,,,,,,,,,,,,
282691,282691_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,"subject retired from KN panel, KN decision",yes,201106.0,834.0,heterosexual couple,yes,yes,,,,,,,,,,,,
283386,283386_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201105.0,802.0,same sex couple,yes,yes,,,,,,,,,,,,
284426,284426_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
285261,285261_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
286556,286556_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,yes,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,777.0,same sex couple,,,,,,,yes,yes,"no, did not marry [xNameP]","No, we have not gotten a domestic partnership or civil union agreement",,,,
287496,287496_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201103.0,765.0,heterosexual couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
288666,288666_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,774.0,heterosexual couple,yes,yes,,,,,,,,,,,,
289486,289486_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201105.0,820.0,heterosexual couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
290531,290531_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,798.0,heterosexual couple,yes,yes,,,,,,,,,,,,
291286,291286_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,no,,,,,,,,,,,,,,,,,
293336,293336_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
295531,295531_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,777.0,heterosexual couple,yes,yes,,,,,,,,,,,,
296851,296851_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,775.0,heterosexual couple,yes,yes,,,,,,,,,,,,
297285,297285_3,disqualified,,,not deceased,unqualified bc broke up at wave 2,,,,unqualified for wave 3,,,,,,,,,,,,,,,,,,,
298551,298551_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,775.0,heterosexual couple,yes,yes,,,,,,,,,,,,
301251,301251_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,748.0,heterosexual couple,yes,yes,,,,,,,,,,,,
303195,303195_3,qualified,still together,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,774.0,heterosexual couple,,,,,,,yes,yes,"no, did not marry [xNameP]",,,,,
304561,304561_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,774.0,heterosexual couple,yes,yes,,,,,,,,,,,,
305321,305321_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,no,,,,,,,,,,,,,,,,,
306336,306336_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
307423,307423_3,qualified,broke up,Partnered,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201105.0,778.0,heterosexual couple,,,,,,,no,,,,We broke up,I wanted to break up more,2009.0,July
307461,307461_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,775.0,heterosexual couple,yes,yes,,,,,,,,,,,,
309276,309276_3,qualified,broke up,Partnered,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,774.0,heterosexual couple,,,,,,,no,,,,We broke up,We both equally wanted to break up,2011.0,February
311251,311251_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
312373,312373_3,qualified,broke up,Partnered,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,740.0,same sex couple,,,,,,,no,,,,We broke up,I wanted to break up more,2010.0,March
314341,314341_3,qualified,,,not deceased,Qualified for follow-up at wave3,,2 years ago,2009.0,qualified for wave 3,subject withdrew from KN panel,no,,,,,,,,,,,,,,,,,
320631,320631_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,774.0,heterosexual couple,yes,yes,,,,,,,,,,,,
321421,321421_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,subject withdrew from KN panel,yes,201104.0,776.0,heterosexual couple,yes,yes,,,,,,,,,,,,
322421,322421_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,775.0,heterosexual couple,yes,yes,,,,,,,,,,,,
323481,323481_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,775.0,heterosexual couple,yes,yes,,,,,,,,,,,,
326341,326341_3,qualified,still together,Married,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,active member of KN panel,yes,201104.0,774.0,heterosexual couple,yes,yes,,,,,,,,,,,,
328341,328341_3,qualified,,,not deceased,Qualified for follow-up at wave3,no,1 year ago,2010.0,qualified for wave 3,Do Not Contact- subject withdrew and asked not to be contacted,no,,,,,,,,,,,,,,,,,
