caseid_new,pp5_ppage,pp5_ppagecat,pp5_ppagect4,pp5_ppeduc,pp5_ppeducat,pp5_ppethm,pp5_ppgender,pp5_pphhhead,pp5_pphhsize,pp5_pphouse,pp5_ppincimp,pp5_ppmarit,pp5_ppcmdate_yrmo,pp5_newer,pp5_ppmsacat,pp5_ppreg4,pp5_ppreg9,pp5_pprent,pp5_ppt01,pp5_ppt25,pp5_ppt612,pp5_ppt1317,pp5_ppt18ov,pp5_ppwork,pp5_ppnet,ppmarit_2014,ppcmarit_2014_yrmo,ppmarit_2013,ppcmarit_2013_yrmo,ppmarit_2012,ppcmarit_2012_yrmo,ppmarit_2011,ppcmarit_2011_yrmo,ppmarit_2010,ppcmarit_2010_yrmo,ppmarit_2009,ppcmarit_2009_yrmo,ppmarit_2007,ppcmarit_2007_yrmo
92625,68,65-74,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$50,000 to $59,999",Never married,201407.0,Yes,non-Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - retired,Yes,Never married,201407.0,Never married,201305.0,Never married,201207.0,Never married,201107.0,Never married,201010.0,Never married,200904.0,Never married,200805.0
94431,49,45-54,45-59,Masters degree,Bachelor's degree or higher,Hispanic,Male,1,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,201305.0,No,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,,,Married,201305.0,Married,201206.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200710.0
95431,49,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,1,5,A one-family house detached from any other house,"$75,000 to $84,999",Married,200905.0,No,Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,2,3,Working - as a paid employee,Yes,,,,,,,,,,,Married,200905.0,Married,200710.0
96335,39,35-44,30-44,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$150,000 to $174,999",Never married,201405.0,Yes,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,Never married,201405.0,Never married,201305.0,Never married,201207.0,Never married,201106.0,Never married,201007.0,Never married,200904.0,Never married,200711.0
97195,25,25-34,18-29,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,0,2,A one-family house detached from any other house,"$125,000 to $149,999",Never married,201405.0,Yes,non-Metro,Midwest,East-North Central,rented for cash,0,0,0,0,2,Working - self-employed,Yes,Never married,201405.0,Never married,201305.0,Never married,201206.0,Never married,201107.0,Never married,201007.0,Never married,200905.0,Never married,200710.0
98306,36,35-44,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,7,A one-family house detached from any other house,"$7,500 to $9,999",Never married,200905.0,No,Metro,Midwest,East-North Central,rented for cash,0,0,0,2,5,Working - as a paid employee,Yes,,,,,,,,,,,Never married,200905.0,Living with partner,200712.0
99611,67,65-74,60+,Bachelors degree,Bachelor's degree or higher,"Other, Non-Hispanic",Male,0,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,201305.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - retired,Yes,,,Married,201305.0,Married,201207.0,Married,201106.0,Married,201007.0,Married,200904.0,Married,200712.0
100331,39,35-44,30-44,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$40,000 to $49,999",Married,201405.0,Yes,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,1,Working - self-employed,Yes,Married,201405.0,Married,201305.0,Married,201206.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200710.0
101533,58,55-64,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$30,000 to $34,999",Divorced,201306.0,No,Metro,West,Mountain,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,,,Divorced,201306.0,Divorced,201207.0,Divorced,201107.0,Divorced,201007.0,Divorced,200904.0,Divorced,200711.0
102345,40,35-44,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,0,3,A one-family house detached from any other house,"$30,000 to $34,999",Never married,201405.0,Yes,non-Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,3,Working - as a paid employee,Yes,Never married,201405.0,Never married,201305.0,Never married,201206.0,Never married,201107.0,Never married,201007.0,Never married,200904.0,Never married,200710.0
103545,60,55-64,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$60,000 to $74,999",Never married,201405.0,Yes,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - retired,Yes,Never married,201405.0,Never married,201308.0,Never married,201208.0,Never married,201106.0,Never married,201007.0,Living with partner,200904.0,Never married,200710.0
104565,62,55-64,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$15,000 to $19,999",Never married,201405.0,Yes,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,Never married,201405.0,Never married,201306.0,Never married,201207.0,Never married,201107.0,Never married,201007.0,Never married,200904.0,Never married,200710.0
105515,56,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,1,A building with 2 or more apartments,"$50,000 to $59,999",Never married,201010.0,No,Metro,Northeast,Mid-Atlantic,rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,,,,,,,,,Never married,201010.0,Never married,200904.0,Never married,200711.0
106296,34,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,1,A building with 2 or more apartments,"$35,000 to $39,999",Never married,201305.0,No,Metro,South,South Atlantic,rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,,,Never married,201305.0,Never married,201207.0,Living with partner,201107.0,Never married,201007.0,Living with partner,200904.0,Living with partner,200711.0
107255,31,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,0,3,A one-family house attached to one or more houses,"$20,000 to $24,999",Never married,201306.0,No,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,3,Working - as a paid employee,Yes,,,Never married,201306.0,Never married,201207.0,Never married,201106.0,Never married,201007.0,Never married,200905.0,Never married,200710.0
108381,44,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,0,4,A one-family house attached to one or more houses,"$100,000 to $124,999",Married,200904.0,No,Metro,West,Pacific,rented for cash,0,0,2,0,2,Not working - looking for work,Yes,,,,,,,,,,,Married,200904.0,Married,200712.0
108501,56,55-64,45-59,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,200802.0,No,non-Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,,,,,,,,,,,,,Married,200802.0
109706,75,75+,60+,Associate degree,Some college,"White, Non-Hispanic",Male,1,2,A mobile home,"$35,000 to $39,999",Living with partner,200907.0,No,non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,No,,,,,,,,,,,Living with partner,200907.0,Living with partner,200711.0
110316,36,35-44,30-44,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$100,000 to $124,999",Divorced,201306.0,No,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,,,Divorced,201306.0,Divorced,201206.0,Living with partner,201107.0,Living with partner,201007.0,Divorced,200905.0,Living with partner,200710.0
112646,70,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,2,A one-family house attached to one or more houses,"$60,000 to $74,999",Married,201305.0,No,Metro,West,Pacific,rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,,,Married,201305.0,Married,201207.0,Married,201107.0,Married,201007.0,Married,200905.0,Living with partner,200712.0
113235,29,25-34,18-29,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,1,A building with 2 or more apartments,"$40,000 to $49,999",Divorced,201404.0,Yes,Metro,South,West-South Central,rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,Divorced,201404.0,Separated,201305.0,Married,201207.0,Married,201107.0,Married,201007.0,Living with partner,200904.0,Never married,200710.0
114276,32,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,3,A one-family house detached from any other house,"$85,000 to $99,999",Married,201404.0,Yes,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,1,0,0,2,Working - as a paid employee,Yes,Married,201404.0,Married,201306.0,Married,201208.0,Married,201107.0,Married,201007.0,Married,200904.0,Living with partner,200710.0
115473,52,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,2,A building with 2 or more apartments,"$75,000 to $84,999",Living with partner,201405.0,Yes,Metro,West,Pacific,rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,Living with partner,201405.0,Divorced,201305.0,Divorced,201206.0,Divorced,201107.0,Divorced,201007.0,Divorced,200904.0,Divorced,200710.0
116271,32,25-34,30-44,"Some college, no degree",Some college,"White, Non-Hispanic",Male,1,2,A building with 2 or more apartments,"$35,000 to $39,999",Married,201308.0,No,Metro,Midwest,West-North Central,rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,,,Married,201308.0,Married,201207.0,Married,201106.0,Married,201007.0,Married,200904.0,Married,200710.0
117401,46,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,201405.0,Yes,Metro,Midwest,West-North Central,Owned or being bought by you or someone in household,0,0,0,2,2,Working - as a paid employee,Yes,Married,201405.0,Married,201306.0,Married,201206.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200809.0
119371,43,35-44,30-44,12th grade NO DIPLOMA,Less than high school,"White, Non-Hispanic",Female,1,2,A building with 2 or more apartments,"$7,500 to $9,999",Married,201405.0,Yes,Metro,South,West-South Central,rented for cash,0,0,0,0,2,Not working - disabled,Yes,Married,201405.0,Married,201306.0,Married,201207.0,Married,201107.0,Married,201007.0,Married,200904.0,Married,200710.0
119663,72,65-74,60+,Associate degree,Some college,"White, Non-Hispanic",Male,1,1,A building with 2 or more apartments,"$60,000 to $74,999",Divorced,200904.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - retired,Yes,,,,,,,,,,,Divorced,200904.0,Divorced,200710.0
120456,51,45-54,45-59,"Some college, no degree",Some college,Hispanic,Female,1,3,A one-family house detached from any other house,"$150,000 to $174,999",Married,201108.0,No,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,3,Working - as a paid employee,Yes,,,,,,,Married,201108.0,Married,201007.0,Married,200904.0,Living with partner,200710.0
121515,57,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,1,A building with 2 or more apartments,"$40,000 to $49,999",Never married,201405.0,Yes,Metro,Northeast,Mid-Atlantic,rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,Never married,201405.0,Never married,201305.0,Never married,201206.0,Never married,201107.0,Never married,201007.0,Never married,200904.0,Never married,200710.0
122441,50,45-54,45-59,12th grade NO DIPLOMA,Less than high school,"White, Non-Hispanic",Female,0,2,A mobile home,"$35,000 to $39,999",Married,200908.0,No,non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - other,No,,,,,,,,,,,Married,200908.0,Married,200710.0
123405,46,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,1,A building with 2 or more apartments,"$50,000 to $59,999",Never married,201404.0,Yes,Metro,South,South Atlantic,rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,Never married,201404.0,Never married,201308.0,Never married,201207.0,Never married,201107.0,Never married,201007.0,Never married,200904.0,Never married,200710.0
125346,40,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,0,2,A one-family house detached from any other house,"$40,000 to $49,999",Living with partner,200904.0,No,Metro,West,Pacific,rented for cash,0,0,0,0,2,Working - as a paid employee,No,,,,,,,,,,,Living with partner,200904.0,Living with partner,200710.0
126231,28,25-34,18-29,"1st, 2nd, 3rd, or 4th grade",Less than high school,"White, Non-Hispanic",Female,1,1,A one-family house attached to one or more houses,"$60,000 to $74,999",Married,201405.0,Yes,Metro,Midwest,East-North Central,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,Married,201405.0,Never married,201305.0,Married,201206.0,Married,201106.0,Married,201007.0,Married,200904.0,Married,200711.0
127425,47,45-54,45-59,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,1,A building with 2 or more apartments,"$125,000 to $149,999",Never married,201107.0,No,Metro,South,South Atlantic,rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,,,,,,,Never married,201107.0,Never married,201007.0,Never married,200904.0,Never married,200711.0
128441,50,45-54,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Male,1,2,A one-family house detached from any other house,"$175,000 or more",Married,201404.0,Yes,Metro,West,Pacific,Owned or being bought by you or someone in household,0,0,0,0,2,Working - as a paid employee,Yes,Married,201404.0,Married,201305.0,Married,201206.0,Married,201106.0,Married,201007.0,Married,200905.0,Married,200711.0
129595,65,65-74,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,1,1,A one-family house detached from any other house,"$60,000 to $74,999",Never married,201405.0,Yes,Metro,South,West-South Central,Owned or being bought by you or someone in household,0,0,0,0,1,Not working - retired,Yes,Never married,201405.0,Never married,201305.0,Never married,201209.0,Never married,201108.0,Never married,201009.0,Never married,200904.0,Never married,200711.0
130266,32,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,1,1,A one-family house detached from any other house,"$150,000 to $174,999",Married,201107.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,1,Working - as a paid employee,Yes,,,,,,,Married,201107.0,Married,201007.0,Married,200904.0,Living with partner,200711.0
131561,62,55-64,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,1,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,200904.0,No,Metro,South,South Atlantic,Owned or being bought by you or someone in household,0,0,0,0,2,Not working - other,Yes,,,,,,,,,,,Married,200904.0,Married,200710.0
