caseid_new,weight1,weight2,ppage,ppagecat,ppagect4,ppeduc,ppeducat,ppethm,ppgender,pphhhead,pphouseholdsize,pphouse,ppincimp,hhinc,ppmarit,ppmsacat,ppreg4,ppreg9,pprent,ppt01,ppt1317,ppt18ov,ppt25,ppt612,children_in_hh,ppwork,ppnet,ppq14arace,pphispan,pprace_white,pprace_black,pprace_nativeamerican,pprace_asianindian,pprace_chinese,pprace_filipino,pprace_japanese,pprace_korean,pprace_vietnamese,pprace_otherasian,pprace_hawaiian,pprace_guamanian,pprace_samoan,pprace_otherpacificislander,pprace_someotherrace,papglb_friend,pppartyid3,papevangelical,papreligion,ppppcmdate_yrmo,pppadate_yrmo
85281,39046,39046.0,28,25-34,18-29,bachelors degree,bachelor's degree or higher,"white, non-hispanic",female,yes,3,a one-family house detached from any other house,"$100,000 to $124,999",112250.0,married,non-metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",republican,no,baptist-any denomination,200710.0,200712.0
86591,88536,88536.0,59,55-64,45-59,"some college, no degree",some college,"white, non-hispanic",female,yes,2,a one-family house detached from any other house,"$15,000 to $19,999",17250.0,married,non-metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,yes,baptist-any denomination,200711.0,200712.0
88205,48998,,20,18-24,18-29,"some college, no degree",some college,"white, non-hispanic",male,no,4,a one-family house detached from any other house,"$100,000 to $124,999",112250.0,never married,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,4,0,0,0,not working - other,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,no,none,200801.0,200801.0
89766,6794,6794.0,76,75+,60+,bachelors degree,bachelor's degree or higher,"white, non-hispanic",male,yes,2,a one-family house detached from any other house,"$60,000 to $74,999",67250.0,living with partner,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,0,not working - retired,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,none,200711.0,200712.0
90315,4585,,31,25-34,30-44,"some college, no degree",some college,"white, non-hispanic",female,yes,2,a one-family house detached from any other house,"$50,000 to $59,999",55000.0,never married,metro,northeast,mid-atlantic,owned or being bought by you or someone in your household,0,0,1,0,0,0,working - self-employed,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,buddhist,200801.0,200709.0
92625,1590,,62,55-64,60+,masters degree,bachelor's degree or higher,"white, non-hispanic",female,yes,1,a one-family house detached from any other house,"$40,000 to $49,999",45000.0,never married,non-metro,northeast,mid-atlantic,owned or being bought by you or someone in your household,0,0,1,0,0,0,not working - retired,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,catholic,200805.0,200806.0
94431,89402,89402.0,43,35-44,30-44,bachelors degree,bachelor's degree or higher,hispanic,male,yes,2,a building with 2 or more apartments,"$75,000 to $84,999",80000.0,married,metro,west,pacific,rented for cash,0,0,2,0,0,0,working - as a paid employee,yes,not asked,"yes, other spanish/hispanic/latino",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,jewish,200710.0,200710.0
95431,45774,45774.0,43,35-44,30-44,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",male,yes,5,a one-family house detached from any other house,"$60,000 to $74,999",67250.0,married,metro,midwest,west-north central,owned or being bought by you or someone in your household,0,1,2,0,2,3,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",republican,no,catholic,200710.0,200711.0
96335,58078,,33,25-34,30-44,bachelors degree,bachelor's degree or higher,"white, non-hispanic",female,yes,1,a one-family house detached from any other house,"$20,000 to $24,999",22250.0,never married,metro,south,west-south central,owned or being bought by you or someone in your household,0,0,1,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200711.0,200709.0
97195,43431,43431.0,19,18-24,18-29,"some college, no degree",some college,"white, non-hispanic",male,no,4,a one-family house detached from any other house,"$60,000 to $74,999",67250.0,never married,non-metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,4,0,0,0,not working - other,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",republican,yes,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200710.0,200710.0
98306,6157,,30,25-34,30-44,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",female,yes,5,a building with 2 or more apartments,"$10,000 to $12,499",11250.0,living with partner,metro,midwest,east-north central,rented for cash,0,1,3,0,2,3,not working - looking for work,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,catholic,200712.0,200801.0
99611,126005,126005.0,61,55-64,60+,bachelors degree,bachelor's degree or higher,"other, non-hispanic",male,yes,2,a one-family house detached from any other house,"$100,000 to $124,999",112250.0,married,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,0,not working - retired,yes,not asked,"no, i am not",no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,yes,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200712.0,200709.0
100331,50555,50555.0,33,25-34,30-44,masters degree,bachelor's degree or higher,"white, non-hispanic",male,yes,5,a one-family house detached from any other house,"$75,000 to $84,999",80000.0,married,metro,west,pacific,rented for cash,0,0,1,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200710.0,200709.0
101533,84439,,53,45-54,45-59,"some college, no degree",some college,"white, non-hispanic",female,yes,1,a building with 2 or more apartments,"$25,000 to $29,999",27250.0,divorced,metro,west,mountain,rented for cash,0,0,1,0,0,0,working - as a paid employee,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,other christian,200711.0,200709.0
102345,76555,,34,25-34,30-44,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",male,no,3,a one-family house detached from any other house,"$30,000 to $34,999",32250.0,never married,non-metro,south,south atlantic,occupied without payment of cash rent,0,0,3,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,yes,baptist-any denomination,200710.0,200709.0
103545,1533,1533.0,54,45-54,45-59,bachelors degree,bachelor's degree or higher,"white, non-hispanic",female,yes,1,a one-family house detached from any other house,"$150,000 to $174,999",162250.0,never married,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,no,catholic,200710.0,200709.0
104565,1876,1876.0,56,55-64,45-59,bachelors degree,bachelor's degree or higher,"white, non-hispanic",male,yes,1,a one-family house detached from any other house,"$15,000 to $19,999",17250.0,never married,metro,south,west-south central,owned or being bought by you or someone in your household,0,0,1,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200710.0,200709.0
105515,19434,,51,45-54,45-59,bachelors degree,bachelor's degree or higher,"white, non-hispanic",female,yes,1,a building with 2 or more apartments,"$40,000 to $49,999",45000.0,never married,metro,northeast,mid-atlantic,rented for cash,0,0,1,0,0,0,working - self-employed,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,jewish,200711.0,200711.0
106296,62031,62031.0,29,25-34,18-29,bachelors degree,bachelor's degree or higher,"other, non-hispanic",female,yes,9,a one-family house detached from any other house,"$35,000 to $39,999",37250.0,living with partner,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,1,0,0,0,not working - other,no,not asked,"no, i am not",no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,i would prefer to not answer this question,republican,yes,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200711.0,200711.0
107255,68608,,25,25-34,18-29,bachelors degree,bachelor's degree or higher,"white, non-hispanic",male,no,3,a one-family house attached to one or more houses,"$100,000 to $124,999",112250.0,never married,metro,west,pacific,owned or being bought by you or someone in your household,0,0,3,0,0,0,not working - other,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,no,jewish,200710.0,200709.0
108381,4954,4954.0,38,35-44,30-44,bachelors degree,bachelor's degree or higher,"white, non-hispanic",female,yes,4,a building with 2 or more apartments,"$100,000 to $124,999",112250.0,married,metro,west,pacific,rented for cash,0,0,2,1,1,2,not working - other,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",republican,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200712.0,200709.0
108501,33960,33960.0,50,45-54,45-59,professional or doctorate degree,bachelor's degree or higher,"white, non-hispanic",male,yes,2,a one-family house detached from any other house,"$75,000 to $84,999",80000.0,married,non-metro,midwest,west-north central,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,jewish,200802.0,200709.0
109706,70696,,70,65-74,60+,associate degree,some college,"white, non-hispanic",male,yes,2,a mobile home,"$35,000 to $39,999",37250.0,living with partner,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,3,0,0,0,working - as a paid employee,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200711.0,200711.0
110316,5901,5901.0,31,25-34,30-44,masters degree,bachelor's degree or higher,"white, non-hispanic",male,yes,2,a one-family house detached from any other house,"$60,000 to $74,999",67250.0,living with partner,metro,northeast,mid-atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200710.0,200711.0
112646,1863,1863.0,64,55-64,60+,"some college, no degree",some college,"white, non-hispanic",male,yes,2,a one-family house detached from any other house,"$100,000 to $124,999",112250.0,living with partner,metro,west,pacific,rented for cash,0,0,2,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,no,none,200712.0,200712.0
113235,27923,27923.0,23,18-24,18-29,"some college, no degree",some college,"white, non-hispanic",female,no,4,a one-family house detached from any other house,"$100,000 to $124,999",112250.0,never married,metro,south,west-south central,owned or being bought by you or someone in your household,0,0,4,0,0,0,working - as a paid employee,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,yes,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",200710.0,200709.0
114276,58340,58340.0,27,25-34,18-29,bachelors degree,bachelor's degree or higher,"white, non-hispanic",female,yes,2,a one-family house detached from any other house,"$60,000 to $74,999",67250.0,living with partner,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,i would prefer to not answer this question,republican,no,catholic,200710.0,200709.0
115473,3764,3764.0,47,45-54,45-59,"some college, no degree",some college,"white, non-hispanic",male,yes,1,a building with 2 or more apartments,"$85,000 to $99,999",92250.0,divorced,metro,west,pacific,rented for cash,0,0,1,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, friends",democrat,no,"other non-christian, please specify:",200710.0,200709.0
116271,50789,50789.0,27,25-34,18-29,"some college, no degree",some college,"white, non-hispanic",male,yes,4,a building with 2 or more apartments,"$50,000 to $59,999",55000.0,married,metro,midwest,west-north central,rented for cash,0,0,6,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,yes,other christian,200710.0,200710.0
117401,3197,3197.0,40,35-44,30-44,bachelors degree,bachelor's degree or higher,"white, non-hispanic",male,yes,4,a one-family house detached from any other house,"$75,000 to $84,999",80000.0,married,metro,midwest,west-north central,owned or being bought by you or someone in your household,0,0,1,0,0,0,working - as a paid employee,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",other,yes,other christian,200809.0,200810.0
119371,19321,19321.0,37,35-44,30-44,high school graduate - high school diploma or the equivalent (ged),high school,"white, non-hispanic",female,yes,4,a mobile home,"$12,500 to $14,999",13750.0,married,metro,south,west-south central,owned or being bought by you or someone in your household,0,1,2,0,1,2,not working - other,yes,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,"yes, both",democrat,no,none,200710.0,200710.0
119663,87254,87254.0,66,65-74,60+,associate degree,some college,"white, non-hispanic",male,yes,1,a building with 2 or more apartments,"$50,000 to $59,999",55000.0,divorced,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,1,0,0,0,not working - retired,no,not asked,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,no,catholic,200710.0,200710.0
120456,70925,70925.0,45,45-54,45-59,high school graduate - high school diploma or the equivalent (ged),high school,hispanic,female,yes,3,a one-family house detached from any other house,"$125,000 to $149,999",137250.0,living with partner,metro,west,pacific,owned or being bought by you or someone in your household,0,0,2,0,0,0,working - as a paid employee,yes,some other race,"yes, mexican, mexican-american, chicano",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,"yes, both",democrat,no,"other non-christian, please specify:",200710.0,200709.0
