caseid_new,xw6_marry,pp6_ppage,pp6_ppagecat,pp6_ppagect4,pp6_ppeduc,pp6_ppeducat,pp6_ppethm,pp6_ppgender,pp6_pphhhead,pp6_pphhsize,pp6_pphouse,pp6_ppincimp,pp6_ppmarit,pp6_ppmsacat,pp6_PPREG4,pp6_ppreg9,pp6_pprent,pp6_PPT01,pp6_PPT25,pp6_PPT612,pp6_PPT1317,pp6_PPT18OV,pp6_ppwork,w6_relate_status
636631,married,71,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
654431,married,51,45-54,45-59,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,3,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,"was married, remained married"
658356,married,43,35-44,30-44,10th grade,Less than high school,"White, Non-Hispanic",Female,Yes,5,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,1,4,Not working - disabled,"was married, remained married"
661466,married,55,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,5,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,2,0,3,Working - as a paid employee,"was married, remained married"
664501,married,59,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Male,No,3,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,"was married, remained married"
666686,unmarried partners,77,75+,60+,Bachelors degree,Bachelor's degree or higher,"2+ Races, Non-Hispanic",Female,Yes,1,A one-family house detached from any other house,"$60,000 to $74,999",Widowed,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,"was unmarried, broke up"
670721,married,81,75+,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$20,000 to $24,999",Married,Non-Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
671481,married,56,55-64,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
672681,married,76,75+,60+,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,"was married, remained married"
673371,married,45,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Female,Yes,4,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,2,2,Working - as a paid employee,"was married, remained married"
675671,married,76,75+,60+,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
680225,married,31,25-34,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$35,000 to $39,999",Married,Non-Metro,Northeast,New England,Owned or being bought by you or someone in your household,1,1,0,0,2,Working - as a paid employee,"was married, remained married"
697396,married,48,45-54,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
698271,married,35,35-44,30-44,"Some college, no degree",Some college,"White, Non-Hispanic",Female,Yes,4,A building with 2 or more apartments,"$20,000 to $24,999",Married,Metro,Midwest,East-North Central,Rented for cash,0,2,0,0,2,Working - as a paid employee,"was married, remained married"
701496,unmarried partners,57,55-64,45-59,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,1,A one-family house detached from any other house,"$60,000 to $74,999",Never married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,"was unmarried, broke up"
711676,unmarried partners,76,75+,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Divorced,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,unmarried still together
733315,unmarried partners,39,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,2,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,was unmarried but got married
737741,married,82,75+,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A one-family house attached to one or more houses,"$35,000 to $39,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,"was married, remained married"
750561,married,65,65-74,60+,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Female,Yes,1,A mobile home,"$50,000 to $59,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,"was married, remained married"
754281,married,37,35-44,30-44,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,No,4,A one-family house detached from any other house,"$30,000 to $34,999",Married,Non-Metro,Midwest,West-North Central,Rented for cash,0,0,1,1,2,Working - as a paid employee,"was married, remained married"
756296,unmarried partners,37,35-44,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Female,Yes,2,A mobile home,"$10,000 to $12,499",Living with partner,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - disabled,unmarried still together
758456,unmarried partners,53,45-54,45-59,"Some college, no degree",Some college,"Black, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,2,2,Working - as a paid employee,unmarried still together
773351,married,44,35-44,30-44,Associate degree,Some college,"Black, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,1,3,Working - as a paid employee,"was married, remained married"
778421,married,50,45-54,45-59,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Female,Yes,3,A one-family house detached from any other house,"$200,000 to $249,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,"was married, remained married"
781615,married,72,65-74,60+,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$200,000 to $249,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,"was married, remained married"
787561,married,65,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
799451,married,53,45-54,45-59,12th grade NO DIPLOMA,Less than high school,Hispanic,Female,Yes,4,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,West,Pacific,Rented for cash,0,0,0,0,4,Working - as a paid employee,"was married, remained married"
818301,married,39,35-44,30-44,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Non-Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,2,0,2,Working - as a paid employee,"was married, remained married"
819481,married,56,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,3,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,"was married, remained married"
820666,unmarried partners,74,65-74,60+,"Some college, no degree",Some college,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Living with partner,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,unmarried still together
825281,married,36,35-44,30-44,"Some college, no degree",Some college,"White, Non-Hispanic",Female,Yes,8,A one-family house detached from any other house,"$35,000 to $39,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,3,2,1,2,Not working - other,"was married, remained married"
834531,married,62,55-64,60+,11th grade,Less than high school,"White, Non-Hispanic",Female,Yes,1,A mobile home,"$20,000 to $24,999",Married,Metro,South,South Atlantic,Occupied without payment of cash rent,0,0,0,0,1,Not working - disabled,"was married, remained married"
838523,unmarried partners,61,55-64,60+,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Male,Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,unmarried still together
842195,unmarried partners,28,25-34,18-29,"Some college, no degree",Some college,"White, Non-Hispanic",Female,No,1,A building with 2 or more apartments,"$75,000 to $84,999",Living with partner,Non-Metro,West,Pacific,Rented for cash,0,0,0,0,1,Working - as a paid employee,unmarried still together
847471,married,55,55-64,45-59,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Male,Yes,2,A mobile home,"$50,000 to $59,999",Married,Metro,South,South Atlantic,Rented for cash,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
871691,married,78,75+,60+,10th grade,Less than high school,"White, Non-Hispanic",Female,Yes,1,A one-family house detached from any other house,"$15,000 to $19,999",Married,Metro,South,West-South Central,Occupied without payment of cash rent,0,0,0,0,1,Not working - retired,"was married, remained married"
878321,married,40,35-44,30-44,Professional or Doctorate degree,Bachelor's degree or higher,"Black, Non-Hispanic",Female,Yes,2,A building with 2 or more apartments,"$85,000 to $99,999",Married,Metro,Northeast,New England,Occupied without payment of cash rent,0,0,0,0,2,Working - as a paid employee,"was married, remained married"
