caseid_new,pp4_ppeduc,pp4_ppeducat,pp4_ppethm,pp4_pphhhead,pp4_pphhsize,pp4_pphouse,pp4_ppincimp,pp4_ppmarit,pp4_ppmsacat,pp4_ppreg4,pp4_ppreg9,pp4_pprent,pp4_ppt01,pp4_ppt25,pp4_ppt612,pp4_ppt1317,pp4_ppt18ov,pp4_ppwork,pp4_ppnet,pp4_ppcmdate_yrmo,pp4_newer,ppa2009_services_yrmo,ppa2009_how_often_services
123405,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$50,000 to $59,999",Never married,Metro,South,South Atlantic,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,201308.0,Yes,200905.0,
125346,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$40,000 to $49,999",Living with partner,Metro,West,Pacific,Rented for cash,0,0,0,0,2,Working - as a paid employee,No,200904.0,No,200903.0,
126231,Associate degree,Some college,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$60,000 to $74,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,201305.0,Yes,200903.0,Once or twice a month
127425,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$125,000 to $149,999",Never married,Metro,South,South Atlantic,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,201107.0,No,200903.0,Once or twice a month
128441,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"Black, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$175,000 or more",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200903.0,A few times a year
129595,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$40,000 to $49,999",Never married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,201305.0,Yes,200903.0,Once a year or less
130266,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,201107.0,No,200902.0,A few times a year
131561,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - other,Yes,200904.0,No,200902.0,Once or twice a month
132505,12th grade NO DIPLOMA,Less than high school,"Black, Non-Hispanic",Yes,2,A building with 2 or more apartments,"$10,000 to $12,499",Married,Metro,West,Pacific,Rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200902.0,More than once a week
133521,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,200904.0,No,,
134275,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",No,2,A building with 2 or more apartments,"$20,000 to $24,999",Married,Metro,South,South Atlantic,Rented for cash,0,0,0,0,2,Not working - disabled,Yes,201306.0,Yes,200902.0,Once a year or less
134461,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,4,Working - as a paid employee,Yes,201207.0,Yes,200907.0,Once a year or less
135736,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house attached to one or more houses,"$40,000 to $49,999",Living with partner,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,201309.0,Yes,200903.0,A few times a year
136275,Masters degree,Bachelor's degree or higher,"2+ Races, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Never married,Metro,South,East-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200904.0,No,200902.0,Once a week
137215,Bachelors degree,Bachelor's degree or higher,Hispanic,Yes,1,A building with 2 or more apartments,"$30,000 to $34,999",Never married,Metro,West,Pacific,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,201006.0,No,200902.0,
138383,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Hispanic,Yes,3,A one-family house detached from any other house,"Less than $5,000",Divorced,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,1,1,1,Working - as a paid employee,No,201206.0,Yes,200902.0,Never
140511,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,1,0,3,Working - self-employed,Yes,201305.0,Yes,200903.0,More than once a week
141843,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",No,1,A building with 2 or more apartments,"$30,000 to $34,999",Divorced,Metro,Midwest,East-North Central,Rented for cash,0,0,0,0,1,Not working - retired,No,201107.0,No,200903.0,
142561,"Some college, no degree",Some college,"2+ Races, Non-Hispanic",Yes,6,A one-family house detached from any other house,"$35,000 to $39,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,6,Working - as a paid employee,Yes,200904.0,No,200902.0,More than once a week
143746,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$100,000 to $124,999",Living with partner,Metro,Midwest,,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,200904.0,No,200903.0,Never
144545,Associate degree,Some college,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$30,000 to $34,999",Never married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,200904.0,No,200903.0,
145611,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$25,000 to $29,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - self-employed,No,200904.0,No,200903.0,More than once a week
146405,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$35,000 to $39,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200902.0,More than once a week
147245,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Never married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200902.0,A few times a year
147525,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$30,000 to $34,999",Widowed,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - disabled,Yes,201306.0,Yes,200905.0,More than once a week
149675,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$20,000 to $24,999",Never married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,201305.0,Yes,200903.0,A few times a year
150411,Masters degree,Bachelor's degree or higher,"Other, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$175,000 or more",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201108.0,No,200902.0,Once or twice a month
151506,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,Yes,201206.0,Yes,200904.0,
152762,"Some college, no degree",Some college,"Black, Non-Hispanic",No,6,A one-family house detached from any other house,"$10,000 to $12,499",Widowed,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,2,4,Not working - retired,Yes,201305.0,Yes,200903.0,More than once a week
153673,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$10,000 to $12,499",Divorced,Metro,West,Pacific,Rented for cash,0,0,0,0,1,Not working - retired,Yes,200711.0,No,,
154531,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,6,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,6,Working - as a paid employee,Yes,201008.0,No,200905.0,A few times a year
155561,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$20,000 to $24,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - other,No,201305.0,Yes,200903.0,A few times a year
156486,Associate degree,Some college,"2+ Races, Non-Hispanic",No,2,A one-family house detached from any other house,"$35,000 to $39,999",Living with partner,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,201304.0,Yes,200903.0,Once or twice a month
156535,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house attached to one or more houses,"$60,000 to $74,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,201305.0,Yes,200903.0,
157385,Bachelors degree,Bachelor's degree or higher,"Other, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$12,500 to $14,999",Never married,Metro,West,Pacific,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,200905.0,No,200903.0,More than once a week
157421,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$35,000 to $39,999",Married,Non-Metro,Northeast,New England,Rented for cash,0,0,0,1,3,Not working - disabled,Yes,201305.0,Yes,200903.0,Once a week
158261,Associate degree,Some college,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,1,0,0,3,Not working - other,Yes,201206.0,Yes,200903.0,
159285,"Some college, no degree",Some college,"White, Non-Hispanic",No,3,A one-family house detached from any other house,"$25,000 to $29,999",Never married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,Yes,201305.0,Yes,200903.0,Never
161715,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$20,000 to $24,999",Never married,Metro,Midwest,West-North Central,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,201306.0,Yes,200902.0,A few times a year
162521,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,Northeast,New England,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201108.0,No,200908.0,More than once a week
163195,Bachelors degree,Bachelor's degree or higher,Hispanic,Yes,4,A one-family house detached from any other house,"$50,000 to $59,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,4,Working - as a paid employee,Yes,201305.0,Yes,200902.0,Once a week
164505,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$10,000 to $12,499",Never married,Metro,Midwest,East-North Central,Rented for cash,0,0,0,0,1,Not working - disabled,Yes,201305.0,Yes,200903.0,Never
165625,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$35,000 to $39,999",Never married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,No,201305.0,Yes,200903.0,Once or twice a month
166381,Bachelors degree,Bachelor's degree or higher,Hispanic,Yes,3,A one-family house attached to one or more houses,"$100,000 to $124,999",Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,1,0,0,2,Working - as a paid employee,Yes,201207.0,Yes,200903.0,A few times a year
167245,Bachelors degree,Bachelor's degree or higher,"2+ Races, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$60,000 to $74,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,201305.0,Yes,200903.0,Never
168646,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305.0,Yes,200905.0,A few times a year
171391,"Some college, no degree",Some college,"White, Non-Hispanic",No,3,A one-family house detached from any other house,"$10,000 to $12,499",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,1,0,0,2,Working - as a paid employee,Yes,201306.0,Yes,200903.0,
